english,spanish
Slovakia Delivery estimate: 15/10/25,Eslovaquia Entrega prevista 10/15/25
Slovenia Delivery estimate: 15/10/25,Eslovenia Entrega prevista 10/15/25
South Africa Delivery estimate: 23/10/25,Sudáfrica Entrega prevista 10/23/25
South Korea Delivery estimate: 17/10/25,Corea del Sur Entrega prevista 10/17/25
Sweden Delivery estimate: 15/10/25,Suecia Entrega prevista 10/15/25
Switzerland Delivery estimate: 15/10/25,Suiza Entrega prevista 10/15/25
Taiwan Delivery estimate: 20/10/25,Taiwán Entrega prevista 10/20/25
Thailand Delivery estimate: 19/10/25,Tailandia Entrega prevista 10/19/25
Türkiye Delivery estimate: 16/10/25,Turquía Entrega prevista 10/16/25
United Arab Emirates Delivery estimate: 16/10/25,Emiratos Árabes Unidos Entrega prevista 10/16/25
Uzbekistan Delivery estimate: 20/10/25,Uzbekistán Entrega prevista 10/20/25
Vietnam Delivery estimate: 21/10/25,Vietnam Entrega prevista 10/21/25
"Immediate lift, deep cleanse","Reafirmación inmediata, limpieza profunda"
"Original, iconic & unique","Original, icónico y único"
"Cleanse and firm your skin from the comfort of your home with FOREO smart facial cleansing devices. Invest minimal time and get clear skin, youthful glow, and lasting effects. It's never been easier to remove up to 99.5% impurities.","Limpia y reafirma tu piel cómodamente desde tu casa con los dispositivos inteligentes de limpieza facial de FOREO. Invirtiendo un tiempo mínimo conseguirás efectos duraderos para que tu piel luzca limpia y rejuvenecida. Nunca ha sido tan sencillo eliminar el 99,5% de las impurezas."
Featured,Featured
Popularity,Popularity
Highest discount,Highest discount
Highest price,Highest price
Lowest price,Lowest price
Best-selling 2-in-1 smart facial cleansing & firming device.,Best-selling 2-in-1 smart facial cleansing & firming device.
2-in-1 smart facial cleansing & firming for skin & beard.,2-in-1 smart facial cleansing & firming for skin & beard.
Normal Skin,Normal Skin
"Near-infrared, red LED cleansing & microcurrent. For aging skin.","Near-infrared, red LED cleansing & microcurrent. For aging skin."
Dual-sided facial cleansing massager.,Dual-sided facial cleansing massager.
Travel-friendly facial cleansing & massaging device.,Travel-friendly facial cleansing & massaging device.
Combination skin,Combination skin
LUNA™ 3,LUNA™ 3
Soft silicone facial cleansing brush for every skin type.,Soft silicone facial cleansing brush for every skin type.
Sensitive skin,Sensitive skin
LUNA™ 3 plus,LUNA™ 3 plus
Thermo-facial cleansing brush that lifts your face with microcurrent.,Thermo-facial cleansing brush that lifts your face with microcurrent.
Normal skin,Normal skin
LUNA™ mini 3,LUNA™ mini 3
Compact dual-sided facial cleansing brush for all skin types.,Compact dual-sided facial cleansing brush for all skin types.
The most gentle cleanse,The most gentle cleanse
Gently expel and lift away impurities from deep within pores.,Gently expel and lift away impurities from deep within pores.
LUNA™ play smart 2,LUNA™ play smart 2
Facial cleansing device with smart skin sensors to create individual routines.,Facial cleansing device with smart skin sensors to create individual routines.
LUNA™ play plus 2,LUNA™ play plus 2
Tiny but mighty facial cleansing brush for skincare on the go.,Tiny but mighty facial cleansing brush for skincare on the go.
Didn't find what you are looking for?,Didn't find what you are looking for?
We know you need the right devices to turn your routine into a ritual.,We know you need the right devices to turn your routine into a ritual.
Want to be first to hear about new products?,Want to be first to hear about new products?
Subscribe for updates,Subscribe for updates
Cleanse & refresh on-the-go,Pie limpia y fresca estés donde estés
Your travel-friendly skincare essential.,Cuidado de la piel en el gimnasio o de viaje
"LUNA™ 4's little sister - perfect for the times when you really need to cleanse your skin while out and about — after sweating at the gym, sleeping on a flight, or lying on the beach.","Toma el control del estado de tu piel incluso en los días más ajetreados. LUNATM 4 go es el hermano pequeño de LUNATM 4, y ha sido probado clínicamente que elimina el 99% de suciedad, grasa y restos de maquillaje. Es perfecto para esos momentos en los que necesitas limpiar tu piel fuera de casa - después de sudar en el gimnasio, dormir en un vuelo o descansar en la playa."
"Effortless 1-min facial cleanse? Check. Targeted firming facial massage? Check. Light, compact, and travel-friendly? Check. Fresh, healthy-looking radiance? You know it!","¡Limpieza facial de 1 minuto sin esfuerzo? Sí. ¿Masaje facial reafirmante y preciso? Sí. ¿Ligero, compacto y fácil de transportar? Sí. ¿Piel fresca, sana y luminosa? ¡Por supuesto!"
"LUNATM 4 go uses T-SonicTM pulsations and velvety-soft silicone touchpoints to remove impurities trapped deep within pores. It is clinically proven to remove 99% of dirt, oil, and makeup residue, and is 35x more hygienic than brushes with nylon bristles.","LUNATM 4 go usa pulsaciones T-SonicTM y filamentos de silicona suave como la seda para eliminar las impurezas que obstruyen los poros. Ha sido probado clínicamente que elimina el 99% de suciedad, grasa y restos de maquillaje. Además, es 35 veces más higiénico que los cepillos con filamentos de nylon."
Travel-friendly,Ideal para llevar de viaje
"Upgraded to up to 300 uses per charge, so you don’t have to worry about running out of battery mid-trip. LUNA™ 4 go also features a new travel-lock option. Now larger in size, it's still the most compact of the LUNATM 4 collection.","Actualizado con hasta 300 usos por carga, para que no tengas que preocuparte de quedarte sin batería en la mitad de tu viaje. LUNATM go también incluye una función de bloqueo de viaje. Más grande que su versión anterior, sigue siendo el dispositivo más compacto de la colección LUNATM 4."
Firming massage,Masaje reafirmante
"Flip your device over for a firming massage that uses low-frequency pulsations to improve lymphatic drainage, and help reduce fine lines & sagging. 86% of users report skin looks & feels firmer and more elastic.",Usa la parte posterior del dispositivo para disfrutar de un masaje reafirmante que usa pulsaciones a baja frecuencia para mejorar el drenaje linfático y reducir las líneas de expresión y la flacidez de la piel. El 86% de usuarios declaró sentir la piel más firme y elástica.
Healthy complexion,Piel más sana
"Bacteria-resistant to reduce breakouts. It also gently exfoliates the skin, removing dead skin cells to reveal fresh healthy skin below. 96% of users report healthier-looking skin, while 81% report reduced appearance of blemishes.","Resistente a las bacterias para reducir las imperfecciones. Exfolia y limpia las células muertas de la piel para revelar una piel fresca y sana. El 96% de usuarios declaró sentir la piel más sana, y el 81% declaró una reducción en la aparición de imperfecciones."
"Prep your skin for the most effective skincare routine. LUNATM 4 go enables the active ingredients in your creams, serums, and masks to penetrate deep into the skin, where they work best. 98% of users report better absorption of skincare products.","Prepara tu piel para la rutina de cuidado facial más eficaz. LUNATM 4 go ayuda a que los ingredientes de tus cremas, serums y mascarillas penetren profundamente en la piel. El 98% de usuarios declaró una mejor absorción de los productos de cuidado facial."
"38% softer than its predecessor, upgraded to up to 300 uses per USB charge, with 8 intensities which you can adjust with the + and - buttons on the device. It also has a new travel-lock feature and a universal brush head for all skin types.","38% más suave que su predecesor, mejorado con hasta 300 usos por carga USB y 8 intensidades que puedes ajustar con los botones + y - del dispositivo. También incluye un nuevo bloqueo de viaje y un cabezal para todo tipo de pieles."
"Upgraded to up to 300 uses per charge, so you don’t have to worry about running out of battery mid-trip. LUNATM 4 go also features a new travel-lock option. Now larger in size, it's still the most compact of the LUNATM 4 collection.","Actualizado con hasta 300 usos por carga, para que no tengas que preocuparte de quedarte sin batería en la mitad de tu viaje. LUNATM go también incluye una función de bloqueo de viaje. Más grande que su versión anterior, sigue siendo el dispositivo más compacto de la colección LUNATM 4."
"Bacteria-resistant to reduce breakouts. It also gently exfoliates skin, removing dead skin cells to reveal fresh healthy skin below. 96% of users report healthier-looking skin, while 81% report reduced appearance of blemishes.","Resistente a las bacterias para reducir las imperfecciones. Exfolia y limpia las células muertas de la piel para revelar una piel fresca y sana. El 96% de usuarios declaró sentir la piel más sana, y el 81% declaró una reducción en la aparición de imperfecciones."
"Prep your skin for the most effective skincare routine. LUNATM 4 go enables the active ingredients in your creams, serums, and masks to penetrate deep into skin, where they work best. 98% of users report better absorption of skincare products.","Prepara tu piel para la rutina de cuidado facial más eficaz. LUNATM 4 go ayuda a que los ingredientes de tus cremas, serums y mascarillas penetren profundamente en la piel. El 98% de usuarios declaró una mejor absorción de los productos de cuidado facial."
"38% softer than its predecessor, upgraded to up to 300 uses per USB charge, with 8 intensities which you can adjust with the + and - buttons on the device. It also has a new travel-lock feature, and a universal brush head for all skin types.","38% más suave que su predecesor, mejorado con hasta 300 usos por carga USB y 8 intensidades que puedes ajustar con los botones + y - del dispositivo. También incluye un nuevo bloqueo de viaje y un cabezal para todo tipo de pieles."
100% of users report more refreshed and radiant skin.,El 100% declaró sentir la piel más fresca y radiante.
of users report more refreshed and radiant skin.,declaró sentir la piel más fresca y radiante.
96% of users report healthier-looking skin.,El 96% declaró sentir la piel más sana.
of users report healthier-looking skin.,declaró sentir la piel más sana.
86% of users report skin looks & feels firmer and more elastic.,El 86% de los usuarios declararon sentir la piel más firme y elástica.
of users report skin looks & feels firmer and more elastic.,de los usuarios declararon sentir la piel más firme y elástica.
Choose color: Peach Perfect,Elige el color: Peach Perfect
"Compact & lightweight, LUNA™ 4 go offers a deep in-pore cleanse and firming massage on-the-go. Clinically proven to remove 99% of dirt, oil, and makeup residue - giving you a radiant complexion no matter where your adventures take you...","Toma el control del estado de tu piel incluso en los días más ajetreados. LUNA™ 4 go es el nuevo dispositivo esencial de cuidado facial para lucir una piel radiante en cualquier lugar. ¡Limpieza facial de 1 minuto sin esfuerzo? Sí. ¿Masaje facial reafirmante y preciso? Sí. ¿Ligero, compacto y fácil de transportar? Sí. ¿Piel fresca, sana y luminosa? ¡Por supuesto!"
86% of users report skin looks & feels firmer and more elastic.,El 96% de usuarios declaró sentir la piel más sana. El 81% una reducción de imperfecciones.
98% of users experience better absorption of skincare products.,El 86% de los usuarios declaró sentir la piel visiblemente más firme y elástica.
2-zone brush head with thick and thin touchpoints for all skin types.,El 98% de usuarios sintió una mayor absorción de sus productos de cuidado facial.
"8 intensities, travel-lock and up to 300 uses per single USB charge.","Actualizado con 8 intensidades, bloqueo de viaje y hasta 300 usos por carga USB."
"Vegan, cruelty-free, fragrance-free, dermatologist tested, and for all skin types.","Vegano, cruelty free, sin fragancia, probado dermatológicamente y para todo tipo de pieles"
Unlock device,Desbloquea el dispositivo
Unlock device by holding down the + and - buttons for 3 seconds. Then register your warranty via the FOREO For You app. Download the app here.,"Desbloquea el dispositivo pulsando los botones + y - durante 3 segundos. A continuación, registra tu garantía en la aplicación FOREO For You. Descarga la aplicación aquí."
Apply cleanser,Aplica el limpiador
"Dampen your face and apply your face cleanser. For optimal results, use FOREO Micro-Foam Cleanser. Wet LUNATM 4 go and press the universal button to turn on the device.",Humedece tu rostro y aplica tu limpiador facial. Usa FOREO Micro-Foam Cleanser para obtener resultados óptimos. Humedece LUNATM 4 go y pulsa el botón central para encender el dispositivo.
Cleanse,Limpia tu piel
Adjust the intensity of the T-SonicTM pulsations with the + and - buttons. Glide the front of the device in circular motions around your face and neck. Rinse face/neck and device.,Ajusta la intensidad de las pulsaciones T-SonicTM con los botones + y -. Desliza la parte frontal del dispositivo con movimientos circulares alrededor tu rostro y cuello. Aclara tu rostro/cuello y el dispositivo.
Firm,Reafirma la piel
Apply FOREO's Serum. Press the universal button to turn on device. Then gently glide back of device in straight upward lines across your face and neck for a firming massage.,"Aplica FOREO Serum. Presione el botón central para encender el dispositivo. Luego, deslice suavemente la parte posterior del dispositivo en líneas rectas hacia arriba por la cara y el cuello para obtener un masaje reafirmante."
Staggering battery life USB rechargeable with up to 300 uses per single charge.,Batería de duración extrema Recargable por USB con hasta 300 usos por carga.
USB rechargeable with up to 300 uses per single charge.,Recargable por USB con hasta 300 usos por carga.
SUPERCHARGED™ Barrier Restoring Essence Mist,SUPERCHARGED™ Bruma facial restauradora
Ultra-hygienic silicone,Resultados clínicos y opiniones de expertos
Deep cleanse. Smooth shave. Firm skin.,Limpieza profunda. Piel firme. Afeitado suave.
"Skincare smarter, not harder.",Limpieza facial inteligente para piel y barba
"Remove 99% of dirt, oil and sweat. Prevent breakouts. Eliminate razor burn. Take your facial cleansing routine to a pro level. Designed for expert care of thicker and oilier male skin, LUNA™ 4 MEN cleanses the face and conditions the beard for the smoothest shave of your life.","Tu piel acumula más de 4 kilos de suciedad y células muertas de la piel en un año. Limpiar tu rostro con las manos no es tan eficaz como piensas. Por eso, hemos creado un dispositivo de limpieza facial 2 en 1 que elimina el 99% de suciedad y grasa de la piel y el vello facial, y lo hemos probado clínicamente."
"Flip the device over to energize your skin with an invigorating T-Sonic™ firming massage - for a toned, chiseled game face every single day.","Te ofrece una limpieza personalizada basada en el tipo de piel y las zonas con problemas. Reafirma la piel con masajes guiados que tonifican zonas específicas del rostro y el cuello. Además, prepara la piel para el afeitado. Un dispositivo esencial para el cuidado facial para los hombres con un estilo de vida activo."
"LUNATM 4 MEN uses T-SonicTM pulsations and velvety-soft silicone touchpoints to remove daily grime trapped deep within pores. It is clinically proven to remove 99% of dirt and oil, and is 35x more hygienic than brushes with nylon bristles.","LUNATM 4 MEN usa pulsaciones T-SonicTM y suaves filamentos de silicona para eliminar las impurezas que obstruyen los poros. Ha sido probado clínicamente que elimina el 99% de la suciedad y grasa, y es 35 veces más higiénico que los cepillos con filamentos de nylon."
Customizable cleanse,Limpieza personalizable
"Gentle, Regular & Deep cleanse modes - for different areas of the face & neck. 16 adjustable T-SonicTM pulsation intensities. 100% of users report skin feels better after cleansing with LUNATM , compared to cleansing by hand.","Modos de limpieza Suave, Normal y Profundo, para las diferentes zonas de tu rostro y cuello. 16 intensidades de pulsaciones T-SonicTM . El 100% de usuarios declaró sentir la piel mejor con LUNATM que al limpiarla con las manos."
Smoother shave,Afeitado más suave
"Prep your face and neck before you shave. 97% of users report softer skin and a smoother shave. 90% report a closer shave, less razor burn, and longer lasting razor blades.","Prepara tu rostro y cuello antes del afeitado. El 97% de usuarios declaró sentir la piel lisa y el afeitado más suave. El 90% declaró sentir el afeitado más apurado, menos irritación y una mayor duración de las cuchillas."
"Guided firming massages help reduce fine lines & sagging, relax facial & neck muscle tension points, and improve lymphatic drainage - targeting visible signs of aging. 91% of users report firmer and more elastic skin.","Con masajes reafirmantes guiados que reducen las líneas de expresión y la flacidez, relajan los puntos de tensión muscular del rostro y el cuello, y mejoran el drenaje linfático combatiendo los signos visibles de envejecimiento. El 91% de los usuarios declaró sentir la piel más firme y elástica."
"LUNATM 4 MEN is bacteria-resistant to reduce breakouts. It also gently exfoliates skin - meaning clogged pores, breakouts and ingrown hairs are a thing of the past. 91% of users report healthier-looking skin.","LUNATM 4 MEN es resistente a las bacterias para reducir las imperfecciones. Además, exfolia con suavidad la piel, garantizando que los poros obstruidos, las imperfecciones y los pelos enquistados sean cosa del pasado. El 91% de usuarios declaró sentir la piel más sana."
"The most gentle LUNATM MEN yet, it’s made of 17% softer silicone touchpoints that glide even more effortlessly across skin to preserve its natural elasticity. It also features a new travel-lock function, 3 cleansing modes, and 5 massage patterns.","El LUNATM MEN más suave jamás creado, fabricado con filamentos de silicona 17% más suaves que se deslizan sin esfuerzo sobre la piel para preservar su elasticidad natural. También incluye una nueva función de bloqueo de viaje, 3 modos de limpieza y 5 tipos de masaje."
"LUNATM 4 MEN uses T-SonicTM pulsations and velvety-soft silicone touchpoints to remove daily grime trapped deep within pores. It is clinically proven to remove 99% of dirt and oil, and is 35x more hygienic than brushes with nylon bristles.","LUNATM 4 MEN usa pulsaciones T-SonicTM y suaves filamentos de silicona para eliminar las impurezas que obstruyen los poros. Ha sido probado clínicamente que elimina el 99% de la suciedad, grasa y restos de maquillaje, y es 35 veces más higiénico que los cepillos con filamentos de nylon."
"Gentle, Regular & Deep cleanse modes - for different areas of the face & neck. 16 adjustable T-SonicTM pulsation intensities. 100% of users report skin feels better after cleansing with LUNA™, compared to cleansing by hand.","Modos de limpieza Suave, Normal y Profundo, para las diferentes zonas de tu rostro y cuello. 16 intensidades de pulsaciones T-SonicTM . El 100% de usuarios declaró sentir la piel mejor con LUNATM que al limpiarla con las manos."
Reduce blemishes,Basado en pruebas de uso de terceros
"LUNATM 4 MEN is bacteria-resistant to reduce breakouts. It also gently exfoliates skin - meaning clogged pores, breakouts and ingrown hairs are a thing of the past. 91% of users report healthier-looking skin.",Reduce las imperfecciones
Upgraded design,"LUNATM 4 MEN es resistente a las bacterias para reducir las imperfecciones. Además, exfolia con suavidad la piel, garantizando que los poros obstruidos, las imperfecciones y los pelos enquistados sean cosa del pasado. El 91% de usuarios declaró sentir la piel más sana."
"The most gentle LUNATM MEN yet, it’s made of 17% softer silicone touchpoints that glide even more effortlessly across skin to preserve its natural elasticity. It also features a new travel-lock function, 3 cleansing modes, and 5 massage patterns.",Diseño mejorado
Clinical-consumer results,"El LUNATM MEN más suave jamás creado, fabricado con filamentos de silicona 17% más suaves que se deslizan sin esfuerzo sobre la piel para preservar su elasticidad natural. También incluye una nueva función de bloqueo de viaje, 3 modos de limpieza y 5 tipos de masaje."
Clinically proven to remove 99% of dirt and oil.,Resultados clínicos
Clinically proven to remove,Clínicamente eliminan el 99% de suciedad y grasa.
99%,Clínicamente eliminan el
of dirt and oil.,99%
100% of users report skin feels better after cleansing with LUNATM compared to cleansing by hand.,de suciedad y grasa.
100%,El 100% declaró sentir la piel mejor con LUNA™ que al limpiarla con las manos.
of users report skin feels better after cleansing with LUNATM compared to cleansing by hand.,El 100%
"97% of users report softer skin, and a smoother shave.",declaró sentir la piel mejor con LUNA™ que al limpiarla con las manos.
97%,El 97% de usuarios declaró sentir la piel lisa y el afeitado más suave.
"of users report softer skin, and a smoother shave.",El 97%
"94% of users report more energized skin, and an even skin tone.",de usuarios declaró sentir la piel lisa y el afeitado más suave.
94%,El 94% declaró sentir la piel más revitalizada y con un tono más uniforme.
"of users report more energized skin, and an even skin tone.",El 94%
"91% of users report firmer, more elastic and healthier-looking skin.",declaró sentir la piel más revitalizada y con un tono más uniforme.
91%,"El 91% declaró sentir la piel más firme, sana y elástica."
"of users report firmer, more elastic and healthier-looking skin.",El 91%
"90% of users report a closer shave, less razor burn and longer lasting razor blades.","declaró sentir la piel más firme, sana y elástica."
90%,El 90% de los usuarios declaró sentir el afeitado más apurado y menos irritación.
"of users report a closer shave, less razor burn and longer lasting razor blades.",El 90%
LUNA™ 4 MEN,de los usuarios declaró sentir el afeitado más apurado y menos irritación.
"LUNA™ 4 MEN delivers a deep, personalized cleanse that targets your unique skin concerns, while firming the face and neck in 1 min. Experience the smoothest shave, reduce breakouts & ingrown hairs, prevent razor burn, and make razor blades last for up to 2x as long.",LUNA™ 4 MEN
100% of users report it's better than cleansing by hand.,"Tu piel acumula más de 4 kilos de suciedad y células muertas de la piel en un año, y limpiar tu rostro con las manos no es tan eficaz como piensas. Por eso, hemos creado un dispositivo de limpieza facial 2 en 1 que elimina el 99% de suciedad y grasa de la piel y el vello facial, y lo hemos probado clínicamente."
"94% of users report more energized skin, and an even skin tone.",35 veces más higiénico que los cepillos con filamentos de nylon
"91% of users report firmer, more elastic & healthier-looking skin.",El 100% de los usuarios declaró sentir la piel mejor que al limpiarla con las manos
"90% of users report a closer shave, less razor burn & longer lasting razor blades.",El 94% de los usuarios declaró sentir la piel más revitalizada y con un tono más uniforme
"Tailored cleanse with Gentle, Regular and Deep Cleanse modes.","El 91% de los usuarios declaró sentir la piel más firme, sana y elástica"
"16 intensities, 4 guided massages & 600 uses per USB charge.","El 90% de los usuarios declaró sentir el afeitado más apurado, menos irritación y una mayor duración de las cuchillas"
LUNA™ 4 MEN,"16 intensidades, 3 modos de limpieza, 4 masajes guiados y 5 tipos de masaje"
USB charging cable,LUNA™ 4 MEN
Travel pouch,Cable de carga USB
Quick start guide,Bolsa de transporte
General manual,Guía de inicio rápido
"2-year warranty (Spain, Portugal, Sweden: 3-year warranty)",Manual generall
RELATED PRODUCTS,"Garantía de 2 años (España, Portugal, Suecia: Garantía de 3 años)"
LUNA™ 4,PRODUCTOS RELACIONADOS
LUNA™ 4 plus,LUNA™ 4
LUNA™ 4 body,LUNA™ 4 plus
LUNA™ 4 mini,LUNA™ 4 body
Deep cleanse. Smooth shave.,LUNA™ 4 mini
"All-in-one face wash that doubles as a shaving cream. Designed to produce a quick lather that enables your razor blade to glide extra smoothly, for minimal friction. It simultaneously removes dirt, oil, and sweat, while soothing and nourishing skin.",Afeitado agradable. Limpieza sin esfuerzo.
"Vegan, cruelty-free, fragrance-free, dermatologist tested, and suitable for all skin types.","Este limpiador facial todo en uno funciona también como crema de afeitar. Diseñado para convertirse rápidamente en espuma, aumenta la suavidad de deslizamiento de tu cuchilla reduciendo al mínimo la fricción. Al mismo tiempo, elimina la suciedad, la grasa y el sudor mientras nutre la piel."
Massage patterns,"Vegano, cruelty free, sin fragancia, probado dermatológicamente y para todo tipo de pieles."
Lymphatic Drainage Massage Boosts circulation - eyes & jaw.,Tipos de masaje
Lymphatic Drainage Massage,Masaje de drenaje linfático Potencia la circulación - ojos y mandíbula.
Boosts circulation - eyes & jaw.,Masaje de drenaje linfático
Deep Tissue Massage Relieves tension - cheeks & jaw.,Potencia la circulación - ojos y mandíbula.
Deep Tissue Massage,Masaje de tejido profundo Calma la tensión - mejillas y mandíbula.
Relieves tension - cheeks & jaw.,Masaje de tejido profundo
Trigger Point Massage Relieves muscle tightness - neck.,Calma la tensión - mejillas y mandíbula.
Trigger Point Massage,Masaje de puntos gatillo Calma la tensión muscular - cuello.
Relieves muscle tightness - neck.,Masaje de puntos gatillo
Shiatsu Massage Promotes calm - forehead & temples.,Calma la tensión muscular - cuello.
Shiatsu Massage,Masaje Shiatsu Favorece la relajación - frente y sien.
Promotes calm - forehead & temples.,Masaje Shiatsu
Reflexology Massage Restores energy - eyebrows & ears.,Favorece la relajación - frente y sien.
Reflexology Massage,Masaje de reflexología Restaura la energía - pestañas y oídos.
Restores energy - eyebrows & ears.,Masaje de reflexología
Simple & easy,Restaura la energía - pestañas y oídos.
STEP 1,Simple y sencillo
Unlock device,PASO 1
Start by unlocking your device and registering your warranty via the FOREO For You app. Download the app here.,Desbloquea el dispositivo
STEP 2,"Para comenzar, desbloquea el dispositivo y registra tu garantía en la aplicación FOREO For You. Descarga la aplicación aquí."
Apply cleanser,PASO 2
Dampen your face and apply your regular face cleanser. Wet the device and press the universal button to turn it on.,Aplica el limpiador
STEP 3,Humedece tu rostro y aplica tu limpiador facial. Aclara el dispositivo y pulsa el botón central para encenderlo.
Cleanse,PASO 3
Choose your preferred cleansing mode using the buttons on the device. Glide the front of the device in circular motions around your face and neck. Rinse face/neck and device.,Limpia tu piel
STEP 4,Elige tu modo favorito de limpieza con los botones del dispositivo. Desliza la parte frontal del dispositivo con movimientos circulares sobre tu rostro y cuello. Aclara tu rostro y cuello y el dispositivo.
Firm,PASO 4
"Apply FOREO's Serum. Turn on device & double press the universal button to activate firming massage, or select preferred firming massage routine in FOREO app.",Reafirma
One-time investment,"Aplica FOREO Serum. Enciende el dispositivo y pulsa dos veces el botón central para activar el masaje reafirmante, o selecciona tu rutina de masaje reafirmante favorita en la aplicación de FOREO."
"Sustainable Premium quality & a product life of years, with no replacement parts required. Ever.",Una inversión para siempre
Sustainable,Sostenible Un producto de calidad superior que durará muchos años y no requerirá partes remplazables. Nunca.
"Premium quality & a product life of years, with no replacement parts required. Ever.",Sostenible
Cruelty-free & Vegan No animals were used in the development and testing of this product.,Un producto de calidad superior que durará muchos años y no requerirá partes remplazables. Nunca.
Cruelty-free & Vegan,Vegano y cruelty free Ningún animal fue utilizado durante el desarrollo y las pruebas de este producto.
No animals were used in the development and testing of this product.,Vegano y cruelty free
Staggering battery life USB rechargeable with up to 600 uses per single charge.,Ningún animal fue utilizado durante el desarrollo y las pruebas de este producto.
Staggering battery life,Batería de duración extrema Recargable por USB. Hasta 600 usos por carga.
USB rechargeable with up to 600 uses per single charge.,Batería de duración extrema
"Hygienic & Waterproof Made of bacteria-resistant silicone, 100% waterproof, easy to clean.",Recargable por USB. Hasta 600 usos por carga.
Hygienic & Waterproof,"Higiénico e impermeable Fabricado con silicona resistente a las bacterias, 100% resistente al agua y fácil de limpiar."
"Made of bacteria-resistant silicone, 100% waterproof, easy to clean.",Higiénico e impermeable
PRESS LOVES IT,"Fabricado con silicona resistente a las bacterias, 100% resistente al agua y fácil de limpiar."
"FOREO, the Swedish expert in connected beauty, has come up with an express protocol to transform your bathroom into a high-tech spa.",PRESS LOVES IT
The FOREO BEAR™ microcurrent device has five intensities to help lift and contour the various areas of the face. It has an anti-shock system to protect your skin and comes with a paired app to programme various facial workouts.,"FOREO, empresa sueca especializada en la belleza conectada, ha desarrollado protocolos exprés que transforman tu baño en un spa tecnológico."
"FOREO Imagination™ has a luxurious, creamy texture, taking away the homemade feel of DIY masks and making them feel as fancy as a clinic treatment for a spa at home vibe.",El dispositivo de microcorrientes FOREO BEAR™ tiene cinco intensidades para tonificar y definir las diferentes zonas del rostro. Su sistema Anti-Shock protege tu piel y la aplicación te ofrece una amplia variedad de entrenamientos faciales.
YOU MAY ALSO LIKE,"FOREO Imagination™ tiene una textura cremosa y agradable que mejora la sensación de tu mascarilla facial casera para transformarla en un experiencia similar a la de un tratamiento clínico, desde la comodidad de tu casa."
FAQ™ 301,TAMBIÉN TE PUEDE GUSTAR
FAQ™ Scalp Recovery & Thick Hair Probiotic Serum,FAQ™ 301
LUNA™ 2-in-1 Shaving + Cleansing Foaming Cream 2.0,FAQ™ Sérum probiótico para cabello y cuero cabelludo
T-SonicTM pulsations,LUNA™ 2-in-1 Shaving + Cleansing Foaming Cream 2.0
Ultra-hygienic silicone,Pulsaciones T-SonicTM Silicona ultrahigiénica
Clean skin. Fewer breakouts. Instant glow.,"Una piel limpia, sana y radiante. Todos los días."
The mini-but-mighty must-have for young skin,La mejor forma de preparar la piel
"Get clear, glowing skin with minimum effort. LUNA™ 4 mini unclogs pores to stop breakouts, and tackles an oily complexion. It's clinically proven to remove 99% of dirt, oil and makeup residue.","Ha sido probado clínicamente que elimina el 99% de suciedad, grasa y restos de maquillaje. Ultra higiénico. Más suave que nunca. Este compacto y potente limpiador y masajeador facial inteligente ilumina tu piel de una forma sencilla y agradable. El cabezal de cepillado de 2 zonas es perfecto para todo tipo de pieles."
"When in a hurry, use 30-second Glow Boost mode for a quick refresh. Healthy skin is happy skin, and now every day can be a perfect skin day.","Fabricado con silicona resistente a las bacterias para disminuir las imperfecciones. Cuando tengas prisa, usa el modo Glow Boost de 30 segundos. Exfolia las células muertas de la piel, aumenta el drenaje linfático y la absorción de tus productos."
Clinically proven,Probado clínicamente
"LUNATM 4 mini uses T-SonicTM pulsations and velvety-soft silicone touchpoints to remove impurities trapped deep within pores. It is clinically proven to remove 99% of dirt, oil and makeup residue, and is 35x more hygienic than brushes with nylon bristles.","LUNATM 4 mini combina pulsaciones T-SonicTM y suaves filamentos de silicona para eliminar las impurezas que obstruyen los poros. Ha sido probado clínicamente que elimina el 99% de suciedad, grasa y restos de maquillaje, y es 35 veces más higiénico que los filamentos de nylon."
Glow Boost,Glow Boost
Reveal a radiant complexion in just 30 seconds. Quick-press Glow Boost mode gets you flawless skin when there’s no time for a full routine. 100% of users report more radiant skin after use.,Revela una piel radiante en sólo 30 segundos. El modo Glow Boost limpia tu piel cuando no tengas tiempo para una rutina completa. El 100% de usuarios declaró sentir la piel más radiante después de cada uso.
Healthy complexion,Una piel sana
"T-SonicTM pulsations boost microcirculation - delivering nutrients to skin cells and eliminating toxins, while boosting lymphatic drainage. 100% of users report more refreshed skin, with 96% claiming skin looks healthier.","Las pulsaciones T-SonicTM potencian la microcirculación, canalizan los ingredientes sobre las células de la piel, eliminan las toxinas y aumentan el drenaje linfático. El 100% de usuarios declaró sentir la piel más fresca, y el 96% la piel más sana."
"Prep your skin for the most effective skincare routine. LUNATM 4 mini enables the active ingredients in your creams, serums, and masks to penetrate deep into skin, where they work the best. 98% of users report better absorption of skincare products.","Prepara la piel para una rutina de cuidado facial más eficaz. LUNATM 4 mini permite que los ingredientes activos de tus cremas, serums y mascarillas penetren profundamente en la piel. El 98% de usuarios sintió una mejor absorción de los productos de cuidado facial."
